

*******************************************************************************
Ephemeris / WWW_USER Fri Feb  3 11:58:09 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : B.C. 9998-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 9999-Jan-01 00:00:00.0000 UT      
Step-size       : 1 calendar year
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun (R_eq= 696000.000) km
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
EOP file        : eop.230201.p230427                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-FEB-01. PREDICTS-> 2023-APR-26
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN:SS, Date_________JDUT, , ,       TDB-UT,
***********************************************************
$$SOE
b7006-Jan-01 00:00:00, -837518.500000000, , , 245359.58058,
b7005-Jan-01 00:00:00, -837153.500000000, , , 245304.06513,
b7004-Jan-01 00:00:00, -836787.500000000, , , 245248.40388,
b7003-Jan-01 00:00:00, -836422.500000000, , , 245192.90101,
b7002-Jan-01 00:00:00, -836057.500000000, , , 245137.40443,
b7001-Jan-01 00:00:00, -835692.500000000, , , 245081.91412,
b7000-Jan-01 00:00:00, -835326.500000000, , , 245026.27810,
b6999-Jan-01 00:00:00, -834961.500000000, , , 244970.80038,
b6998-Jan-01 00:00:00, -834596.500000000, , , 244915.32894,
b6997-Jan-01 00:00:00, -834231.500000000, , , 244859.86379,
b6996-Jan-01 00:00:00, -833865.500000000, , , 244804.25298,
b6995-Jan-01 00:00:00, -833500.500000000, , , 244748.80041,
b6994-Jan-01 00:00:00, -833135.500000000, , , 244693.35412,
b6993-Jan-01 00:00:00, -832770.500000000, , , 244637.91411,
b6992-Jan-01 00:00:00, -832404.500000000, , , 244582.32852,
b6991-Jan-01 00:00:00, -832039.500000000, , , 244526.90110,
b6990-Jan-01 00:00:00, -831674.500000000, , , 244471.47996,
b6989-Jan-01 00:00:00, -831309.500000000, , , 244416.06510,
b6988-Jan-01 00:00:00, -830943.500000000, , , 244360.50473,
b6987-Jan-01 00:00:00, -830578.500000000, , , 244305.10246,
b6986-Jan-01 00:00:00, -830213.500000000, , , 244249.70646,
b6985-Jan-01 00:00:00, -829848.500000000, , , 244194.31675,
b6984-Jan-01 00:00:00, -829482.500000000, , , 244138.78160,
b6983-Jan-01 00:00:00, -829117.500000000, , , 244083.40448,
b6982-Jan-01 00:00:00, -828752.500000000, , , 244028.03363,
b6981-Jan-01 00:00:00, -828387.500000000, , , 243972.66907,
b6980-Jan-01 00:00:00, -828021.500000000, , , 243917.15914,
b6979-Jan-01 00:00:00, -827656.500000000, , , 243861.80716,
b6978-Jan-01 00:00:00, -827291.500000000, , , 243806.46147,
b6977-Jan-01 00:00:00, -826926.500000000, , , 243751.12206,
b6976-Jan-01 00:00:00, -826560.500000000, , , 243695.63734,
b6975-Jan-01 00:00:00, -826195.500000000, , , 243640.31051,
b6974-Jan-01 00:00:00, -825830.500000000, , , 243584.98996,
b6973-Jan-01 00:00:00, -825465.500000000, , , 243529.67570,
b6972-Jan-01 00:00:00, -825099.500000000, , , 243474.21620,
b6971-Jan-01 00:00:00, -824734.500000000, , , 243418.91452,
b6970-Jan-01 00:00:00, -824369.500000000, , , 243363.61913,
b6969-Jan-01 00:00:00, -824004.500000000, , , 243308.33001,
b6968-Jan-01 00:00:00, -823638.500000000, , , 243252.89573,
b6967-Jan-01 00:00:00, -823273.500000000, , , 243197.61920,
b6966-Jan-01 00:00:00, -822908.500000000, , , 243142.34895,
b6965-Jan-01 00:00:00, -822543.500000000, , , 243087.08499,
b6964-Jan-01 00:00:00, -822177.500000000, , , 243031.67592,
b6963-Jan-01 00:00:00, -821812.500000000, , , 242976.42454,
b6962-Jan-01 00:00:00, -821447.500000000, , , 242921.17944,
b6961-Jan-01 00:00:00, -821082.500000000, , , 242865.94063,
b6960-Jan-01 00:00:00, -820716.500000000, , , 242810.55678,
b6959-Jan-01 00:00:00, -820351.500000000, , , 242755.33055,
b6958-Jan-01 00:00:00, -819986.500000000, , , 242700.11060,
b6957-Jan-01 00:00:00, -819621.500000000, , , 242644.89693,
b6956-Jan-01 00:00:00, -819255.500000000, , , 242589.53830,
b6955-Jan-01 00:00:00, -818890.500000000, , , 242534.33722,
b6954-Jan-01 00:00:00, -818525.500000000, , , 242479.14242,
b6953-Jan-01 00:00:00, -818160.500000000, , , 242423.95390,
b6952-Jan-01 00:00:00, -817794.500000000, , , 242368.62049,
b6951-Jan-01 00:00:00, -817429.500000000, , , 242313.44455,
b6950-Jan-01 00:00:00, -817064.500000000, , , 242258.27490,
b6949-Jan-01 00:00:00, -816699.500000000, , , 242203.11153,
b6948-Jan-01 00:00:00, -816333.500000000, , , 242147.80334,
b6947-Jan-01 00:00:00, -815968.500000000, , , 242092.65255,
b6946-Jan-01 00:00:00, -815603.500000000, , , 242037.50805,
b6945-Jan-01 00:00:00, -815238.500000000, , , 241982.36983,
b6944-Jan-01 00:00:00, -814872.500000000, , , 241927.08685,
b6943-Jan-01 00:00:00, -814507.500000000, , , 241871.96121,
b6942-Jan-01 00:00:00, -814142.500000000, , , 241816.84186,
b6941-Jan-01 00:00:00, -813777.500000000, , , 241761.72879,
b6940-Jan-01 00:00:00, -813411.500000000, , , 241706.47103,
b6939-Jan-01 00:00:00, -813046.500000000, , , 241651.37054,
b6938-Jan-01 00:00:00, -812681.500000000, , , 241596.27634,
b6937-Jan-01 00:00:00, -812316.500000000, , , 241541.18841,
b6936-Jan-01 00:00:00, -811950.500000000, , , 241485.95587,
b6935-Jan-01 00:00:00, -811585.500000000, , , 241430.88053,
b6934-Jan-01 00:00:00, -811220.500000000, , , 241375.81148,
b6933-Jan-01 00:00:00, -810855.500000000, , , 241320.74870,
b6932-Jan-01 00:00:00, -810489.500000000, , , 241265.54138,
b6931-Jan-01 00:00:00, -810124.500000000, , , 241210.49119,
b6930-Jan-01 00:00:00, -809759.500000000, , , 241155.44728,
b6929-Jan-01 00:00:00, -809394.500000000, , , 241100.40965,
b6928-Jan-01 00:00:00, -809028.500000000, , , 241045.22755,
b6927-Jan-01 00:00:00, -808663.500000000, , , 240990.20251,
b6926-Jan-01 00:00:00, -808298.500000000, , , 240935.18375,
b6925-Jan-01 00:00:00, -807933.500000000, , , 240880.17127,
b6924-Jan-01 00:00:00, -807567.500000000, , , 240825.01438,
b6923-Jan-01 00:00:00, -807202.500000000, , , 240770.01449,
b6922-Jan-01 00:00:00, -806837.500000000, , , 240715.02088,
b6921-Jan-01 00:00:00, -806472.500000000, , , 240660.03355,
b6920-Jan-01 00:00:00, -806106.500000000, , , 240604.90188,
b6919-Jan-01 00:00:00, -805741.500000000, , , 240549.92714,
b6918-Jan-01 00:00:00, -805376.500000000, , , 240494.95868,
b6917-Jan-01 00:00:00, -805011.500000000, , , 240439.99650,
b6916-Jan-01 00:00:00, -804645.500000000, , , 240384.89005,
b6915-Jan-01 00:00:00, -804280.500000000, , , 240329.94045,
b6914-Jan-01 00:00:00, -803915.500000000, , , 240274.99714,
b6913-Jan-01 00:00:00, -803550.500000000, , , 240220.06011,
b6912-Jan-01 00:00:00, -803184.500000000, , , 240164.97887,
b6911-Jan-01 00:00:00, -802819.500000000, , , 240110.05443,
b6910-Jan-01 00:00:00, -802454.500000000, , , 240055.13626,
b6909-Jan-01 00:00:00, -802089.500000000, , , 240000.22438,
b6908-Jan-01 00:00:00, -801723.500000000, , , 239945.16837,
b6907-Jan-01 00:00:00, -801358.500000000, , , 239890.26907,
b6906-Jan-01 00:00:00, -800993.500000000, , , 239835.37605,
b6905-Jan-01 00:00:00, -800628.500000000, , , 239780.48932,
b6904-Jan-01 00:00:00, -800262.500000000, , , 239725.45852,
b6903-Jan-01 00:00:00, -799897.500000000, , , 239670.58437,
b6902-Jan-01 00:00:00, -799532.500000000, , , 239615.71651,
b6901-Jan-01 00:00:00, -799167.500000000, , , 239560.85492,
b6900-Jan-01 00:00:00, -798801.500000000, , , 239505.84934,
b6899-Jan-01 00:00:00, -798436.500000000, , , 239451.00034,
b6898-Jan-01 00:00:00, -798071.500000000, , , 239396.15762,
b6897-Jan-01 00:00:00, -797706.500000000, , , 239341.32119,
b6896-Jan-01 00:00:00, -797340.500000000, , , 239286.34083,
b6895-Jan-01 00:00:00, -796975.500000000, , , 239231.51698,
b6894-Jan-01 00:00:00, -796610.500000000, , , 239176.69941,
b6893-Jan-01 00:00:00, -796245.500000000, , , 239121.88812,
b6892-Jan-01 00:00:00, -795879.500000000, , , 239066.93298,
b6891-Jan-01 00:00:00, -795514.500000000, , , 239012.13427,
b6890-Jan-01 00:00:00, -795149.500000000, , , 238957.34185,
b6889-Jan-01 00:00:00, -794784.500000000, , , 238902.55572,
b6888-Jan-01 00:00:00, -794418.500000000, , , 238847.62579,
b6887-Jan-01 00:00:00, -794053.500000000, , , 238792.85224,
b6886-Jan-01 00:00:00, -793688.500000000, , , 238738.08496,
b6885-Jan-01 00:00:00, -793323.500000000, , , 238683.32398,
b6884-Jan-01 00:00:00, -792957.500000000, , , 238628.41927,
b6883-Jan-01 00:00:00, -792592.500000000, , , 238573.67086,
b6882-Jan-01 00:00:00, -792227.500000000, , , 238518.92874,
b6881-Jan-01 00:00:00, -791862.500000000, , , 238464.19290,
b6880-Jan-01 00:00:00, -791496.500000000, , , 238409.31341,
b6879-Jan-01 00:00:00, -791131.500000000, , , 238354.59015,
b6878-Jan-01 00:00:00, -790766.500000000, , , 238299.87318,
b6877-Jan-01 00:00:00, -790401.500000000, , , 238245.16249,
b6876-Jan-01 00:00:00, -790035.500000000, , , 238190.30821,
b6875-Jan-01 00:00:00, -789670.500000000, , , 238135.61011,
b6874-Jan-01 00:00:00, -789305.500000000, , , 238080.91828,
b6873-Jan-01 00:00:00, -788940.500000000, , , 238026.23274,
b6872-Jan-01 00:00:00, -788574.500000000, , , 237971.40368,
b6871-Jan-01 00:00:00, -788209.500000000, , , 237916.73072,
b6870-Jan-01 00:00:00, -787844.500000000, , , 237862.06405,
b6869-Jan-01 00:00:00, -787479.500000000, , , 237807.40366,
b6868-Jan-01 00:00:00, -787113.500000000, , , 237752.59982,
b6867-Jan-01 00:00:00, -786748.500000000, , , 237697.95201,
b6866-Jan-01 00:00:00, -786383.500000000, , , 237643.31048,
b6865-Jan-01 00:00:00, -786018.500000000, , , 237588.67524,
b6864-Jan-01 00:00:00, -785652.500000000, , , 237533.89661,
b6863-Jan-01 00:00:00, -785287.500000000, , , 237479.27395,
b6862-Jan-01 00:00:00, -784922.500000000, , , 237424.65758,
b6861-Jan-01 00:00:00, -784557.500000000, , , 237370.04748,
b6860-Jan-01 00:00:00, -784191.500000000, , , 237315.29408,
b6859-Jan-01 00:00:00, -783826.500000000, , , 237260.69657,
b6858-Jan-01 00:00:00, -783461.500000000, , , 237206.10534,
b6857-Jan-01 00:00:00, -783096.500000000, , , 237151.52039,
b6856-Jan-01 00:00:00, -782730.500000000, , , 237096.79220,
b6855-Jan-01 00:00:00, -782365.500000000, , , 237042.21984,
b6854-Jan-01 00:00:00, -782000.500000000, , , 236987.65376,
b6853-Jan-01 00:00:00, -781635.500000000, , , 236933.09396,
b6852-Jan-01 00:00:00, -781269.500000000, , , 236878.39099,
b6851-Jan-01 00:00:00, -780904.500000000, , , 236823.84378,
b6850-Jan-01 00:00:00, -780539.500000000, , , 236769.30285,
b6849-Jan-01 00:00:00, -780174.500000000, , , 236714.76820,
b6848-Jan-01 00:00:00, -779808.500000000, , , 236660.09045,
b6847-Jan-01 00:00:00, -779443.500000000, , , 236605.56838,
b6846-Jan-01 00:00:00, -779078.500000000, , , 236551.05260,
b6845-Jan-01 00:00:00, -778713.500000000, , , 236496.54310,
b6844-Jan-01 00:00:00, -778347.500000000, , , 236441.89057,
b6843-Jan-01 00:00:00, -777982.500000000, , , 236387.39365,
b6842-Jan-01 00:00:00, -777617.500000000, , , 236332.90302,
b6841-Jan-01 00:00:00, -777252.500000000, , , 236278.41867,
b6840-Jan-01 00:00:00, -776886.500000000, , , 236223.79135,
b6839-Jan-01 00:00:00, -776521.500000000, , , 236169.31958,
b6838-Jan-01 00:00:00, -776156.500000000, , , 236114.85410,
b6837-Jan-01 00:00:00, -775791.500000000, , , 236060.39490,
b6836-Jan-01 00:00:00, -775425.500000000, , , 236005.79280,
b6835-Jan-01 00:00:00, -775060.500000000, , , 235951.34618,
b6834-Jan-01 00:00:00, -774695.500000000, , , 235896.90584,
b6833-Jan-01 00:00:00, -774330.500000000, , , 235842.47179,
b6832-Jan-01 00:00:00, -773964.500000000, , , 235787.89491,
b6831-Jan-01 00:00:00, -773599.500000000, , , 235733.47344,
b6830-Jan-01 00:00:00, -773234.500000000, , , 235679.05825,
b6829-Jan-01 00:00:00, -772869.500000000, , , 235624.64935,
b6828-Jan-01 00:00:00, -772503.500000000, , , 235570.09769,
b6827-Jan-01 00:00:00, -772138.500000000, , , 235515.70137,
b6826-Jan-01 00:00:00, -771773.500000000, , , 235461.31133,
b6825-Jan-01 00:00:00, -771408.500000000, , , 235406.92757,
b6824-Jan-01 00:00:00, -771042.500000000, , , 235352.40113,
b6823-Jan-01 00:00:00, -770677.500000000, , , 235298.02996,
b6822-Jan-01 00:00:00, -770312.500000000, , , 235243.66507,
b6821-Jan-01 00:00:00, -769947.500000000, , , 235189.30646,
b6820-Jan-01 00:00:00, -769581.500000000, , , 235134.80523,
b6819-Jan-01 00:00:00, -769216.500000000, , , 235080.45921,
b6818-Jan-01 00:00:00, -768851.500000000, , , 235026.11947,
b6817-Jan-01 00:00:00, -768486.500000000, , , 234971.78601,
b6816-Jan-01 00:00:00, -768120.500000000, , , 234917.31000,
b6815-Jan-01 00:00:00, -767755.500000000, , , 234862.98913,
b6814-Jan-01 00:00:00, -767390.500000000, , , 234808.67453,
b6813-Jan-01 00:00:00, -767025.500000000, , , 234754.36622,
b6812-Jan-01 00:00:00, -766659.500000000, , , 234699.91543,
b6811-Jan-01 00:00:00, -766294.500000000, , , 234645.61971,
b6810-Jan-01 00:00:00, -765929.500000000, , , 234591.33026,
b6809-Jan-01 00:00:00, -765564.500000000, , , 234537.04710,
b6808-Jan-01 00:00:00, -765198.500000000, , , 234482.62153,
b6807-Jan-01 00:00:00, -764833.500000000, , , 234428.35095,
b6806-Jan-01 00:00:00, -764468.500000000, , , 234374.08666,
b6805-Jan-01 00:00:00, -764103.500000000, , , 234319.82865,
b6804-Jan-01 00:00:00, -763737.500000000, , , 234265.42829,
b6803-Jan-01 00:00:00, -763372.500000000, , , 234211.18286,
b6802-Jan-01 00:00:00, -763007.500000000, , , 234156.94372,
b6801-Jan-01 00:00:00, -762642.500000000, , , 234102.71086,
b6800-Jan-01 00:00:00, -762276.500000000, , , 234048.33572,
b6799-Jan-01 00:00:00, -761911.500000000, , , 233994.11544,
b6798-Jan-01 00:00:00, -761546.500000000, , , 233939.90144,
b6797-Jan-01 00:00:00, -761181.500000000, , , 233885.69373,
b6796-Jan-01 00:00:00, -760815.500000000, , , 233831.34381,
b6795-Jan-01 00:00:00, -760450.500000000, , , 233777.14868,
b6794-Jan-01 00:00:00, -760085.500000000, , , 233722.95983,
b6793-Jan-01 00:00:00, -759720.500000000, , , 233668.77726,
b6792-Jan-01 00:00:00, -759354.500000000, , , 233614.45256,
b6791-Jan-01 00:00:00, -758989.500000000, , , 233560.28258,
b6790-Jan-01 00:00:00, -758624.500000000, , , 233506.11888,
b6789-Jan-01 00:00:00, -758259.500000000, , , 233451.96146,
b6788-Jan-01 00:00:00, -757893.500000000, , , 233397.66198,
b6787-Jan-01 00:00:00, -757528.500000000, , , 233343.51715,
b6786-Jan-01 00:00:00, -757163.500000000, , , 233289.37860,
b6785-Jan-01 00:00:00, -756798.500000000, , , 233235.24633,
b6784-Jan-01 00:00:00, -756432.500000000, , , 233180.97206,
b6783-Jan-01 00:00:00, -756067.500000000, , , 233126.85238,
b6782-Jan-01 00:00:00, -755702.500000000, , , 233072.73898,
b6781-Jan-01 00:00:00, -755337.500000000, , , 233018.63186,
b6780-Jan-01 00:00:00, -754971.500000000, , , 232964.38281,
b6779-Jan-01 00:00:00, -754606.500000000, , , 232910.28827,
b6778-Jan-01 00:00:00, -754241.500000000, , , 232856.20002,
b6777-Jan-01 00:00:00, -753876.500000000, , , 232802.11805,
b6776-Jan-01 00:00:00, -753510.500000000, , , 232747.89422,
b6775-Jan-01 00:00:00, -753145.500000000, , , 232693.82483,
b6774-Jan-01 00:00:00, -752780.500000000, , , 232639.76173,
b6773-Jan-01 00:00:00, -752415.500000000, , , 232585.70491,
b6772-Jan-01 00:00:00, -752049.500000000, , , 232531.50630,
b6771-Jan-01 00:00:00, -751684.500000000, , , 232477.46206,
b6770-Jan-01 00:00:00, -751319.500000000, , , 232423.42410,
b6769-Jan-01 00:00:00, -750954.500000000, , , 232369.39243,
b6768-Jan-01 00:00:00, -750588.500000000, , , 232315.21903,
b6767-Jan-01 00:00:00, -750223.500000000, , , 232261.19995,
b6766-Jan-01 00:00:00, -749858.500000000, , , 232207.18714,
b6765-Jan-01 00:00:00, -749493.500000000, , , 232153.18062,
b6764-Jan-01 00:00:00, -749127.500000000, , , 232099.03244,
b6763-Jan-01 00:00:00, -748762.500000000, , , 232045.03850,
b6762-Jan-01 00:00:00, -748397.500000000, , , 231991.05084,
b6761-Jan-01 00:00:00, -748032.500000000, , , 231937.06947,
b6760-Jan-01 00:00:00, -747666.500000000, , , 231882.94651,
b6759-Jan-01 00:00:00, -747301.500000000, , , 231828.97771,
b6758-Jan-01 00:00:00, -746936.500000000, , , 231775.01521,
b6757-Jan-01 00:00:00, -746571.500000000, , , 231721.05898,
b6756-Jan-01 00:00:00, -746205.500000000, , , 231666.96124,
b6755-Jan-01 00:00:00, -745840.500000000, , , 231613.01759,
b6754-Jan-01 00:00:00, -745475.500000000, , , 231559.08023,
b6753-Jan-01 00:00:00, -745110.500000000, , , 231505.14916,
b6752-Jan-01 00:00:00, -744744.500000000, , , 231451.07663,
b6751-Jan-01 00:00:00, -744379.500000000, , , 231397.15814,
b6750-Jan-01 00:00:00, -744014.500000000, , , 231343.24593,
b6749-Jan-01 00:00:00, -743649.500000000, , , 231289.34000,
b6748-Jan-01 00:00:00, -743283.500000000, , , 231235.29269,
b6747-Jan-01 00:00:00, -742918.500000000, , , 231181.39935,
b6746-Jan-01 00:00:00, -742553.500000000, , , 231127.51229,
b6745-Jan-01 00:00:00, -742188.500000000, , , 231073.63151,
b6744-Jan-01 00:00:00, -741822.500000000, , , 231019.60942,
b6743-Jan-01 00:00:00, -741457.500000000, , , 230965.74122,
b6742-Jan-01 00:00:00, -741092.500000000, , , 230911.87931,
b6741-Jan-01 00:00:00, -740727.500000000, , , 230858.02368,
b6740-Jan-01 00:00:00, -740361.500000000, , , 230804.02681,
b6739-Jan-01 00:00:00, -739996.500000000, , , 230750.18376,
b6738-Jan-01 00:00:00, -739631.500000000, , , 230696.34700,
b6737-Jan-01 00:00:00, -739266.500000000, , , 230642.51651,
b6736-Jan-01 00:00:00, -738900.500000000, , , 230588.54486,
b6735-Jan-01 00:00:00, -738535.500000000, , , 230534.72696,
b6734-Jan-01 00:00:00, -738170.500000000, , , 230480.91535,
b6733-Jan-01 00:00:00, -737805.500000000, , , 230427.11001,
b6732-Jan-01 00:00:00, -737439.500000000, , , 230373.16358,
b6731-Jan-01 00:00:00, -737074.500000000, , , 230319.37083,
b6730-Jan-01 00:00:00, -736709.500000000, , , 230265.58436,
b6729-Jan-01 00:00:00, -736344.500000000, , , 230211.80418,
b6728-Jan-01 00:00:00, -735978.500000000, , , 230157.88296,
b6727-Jan-01 00:00:00, -735613.500000000, , , 230104.11536,
b6726-Jan-01 00:00:00, -735248.500000000, , , 230050.35404,
b6725-Jan-01 00:00:00, -734883.500000000, , , 229996.59900,
b6724-Jan-01 00:00:00, -734517.500000000, , , 229942.70300,
b6723-Jan-01 00:00:00, -734152.500000000, , , 229888.96055,
b6722-Jan-01 00:00:00, -733787.500000000, , , 229835.22438,
b6721-Jan-01 00:00:00, -733422.500000000, , , 229781.49450,
b6720-Jan-01 00:00:00, -733056.500000000, , , 229727.62371,
b6719-Jan-01 00:00:00, -732691.500000000, , , 229673.90641,
b6718-Jan-01 00:00:00, -732326.500000000, , , 229620.19539,
b6717-Jan-01 00:00:00, -731961.500000000, , , 229566.49065,
b6716-Jan-01 00:00:00, -731595.500000000, , , 229512.64509,
b6715-Jan-01 00:00:00, -731230.500000000, , , 229458.95293,
b6714-Jan-01 00:00:00, -730865.500000000, , , 229405.26706,
b6713-Jan-01 00:00:00, -730500.500000000, , , 229351.58747,
b6712-Jan-01 00:00:00, -730134.500000000, , , 229297.76713,
b6711-Jan-01 00:00:00, -729769.500000000, , , 229244.10012,
b6710-Jan-01 00:00:00, -729404.500000000, , , 229190.43940,
b6709-Jan-01 00:00:00, -729039.500000000, , , 229136.78496,
b6708-Jan-01 00:00:00, -728673.500000000, , , 229082.98983,
b6707-Jan-01 00:00:00, -728308.500000000, , , 229029.34797,
b6706-Jan-01 00:00:00, -727943.500000000, , , 228975.71240,
b6705-Jan-01 00:00:00, -727578.500000000, , , 228922.08311,
b6704-Jan-01 00:00:00, -727212.500000000, , , 228868.31320,
b6703-Jan-01 00:00:00, -726847.500000000, , , 228814.69649,
b6702-Jan-01 00:00:00, -726482.500000000, , , 228761.08606,
b6701-Jan-01 00:00:00, -726117.500000000, , , 228707.48192,
b6700-Jan-01 00:00:00, -725751.500000000, , , 228653.73723,
b6699-Jan-01 00:00:00, -725386.500000000, , , 228600.14567,
b6698-Jan-01 00:00:00, -725021.500000000, , , 228546.56039,
b6697-Jan-01 00:00:00, -724656.500000000, , , 228492.98140,
b6696-Jan-01 00:00:00, -724290.500000000, , , 228439.26192,
b6695-Jan-01 00:00:00, -723925.500000000, , , 228385.69551,
b6694-Jan-01 00:00:00, -723560.500000000, , , 228332.13538,
b6693-Jan-01 00:00:00, -723195.500000000, , , 228278.58154,
b6692-Jan-01 00:00:00, -722829.500000000, , , 228224.88728,
b6691-Jan-01 00:00:00, -722464.500000000, , , 228171.34602,
b6690-Jan-01 00:00:00, -722099.500000000, , , 228117.81104,
b6689-Jan-01 00:00:00, -721734.500000000, , , 228064.28234,
b6688-Jan-01 00:00:00, -721368.500000000, , , 228010.61330,
b6687-Jan-01 00:00:00, -721003.500000000, , , 227957.09719,
b6686-Jan-01 00:00:00, -720638.500000000, , , 227903.58736,
b6685-Jan-01 00:00:00, -720273.500000000, , , 227850.08381,
b6684-Jan-01 00:00:00, -719907.500000000, , , 227796.43999,
b6683-Jan-01 00:00:00, -719542.500000000, , , 227742.94903,
b6682-Jan-01 00:00:00, -719177.500000000, , , 227689.46435,
b6681-Jan-01 00:00:00, -718812.500000000, , , 227635.98595,
b6680-Jan-01 00:00:00, -718446.500000000, , , 227582.36734,
b6679-Jan-01 00:00:00, -718081.500000000, , , 227528.90153,
b6678-Jan-01 00:00:00, -717716.500000000, , , 227475.44200,
b6677-Jan-01 00:00:00, -717351.500000000, , , 227421.98875,
b6676-Jan-01 00:00:00, -716985.500000000, , , 227368.39536,
b6675-Jan-01 00:00:00, -716620.500000000, , , 227314.95469,
b6674-Jan-01 00:00:00, -716255.500000000, , , 227261.52031,
b6673-Jan-01 00:00:00, -715890.500000000, , , 227208.09221,
b6672-Jan-01 00:00:00, -715524.500000000, , , 227154.52404,
b6671-Jan-01 00:00:00, -715159.500000000, , , 227101.10852,
b6670-Jan-01 00:00:00, -714794.500000000, , , 227047.69929,
b6669-Jan-01 00:00:00, -714429.500000000, , , 226994.29634,
b6668-Jan-01 00:00:00, -714063.500000000, , , 226940.75338,
b6667-Jan-01 00:00:00, -713698.500000000, , , 226887.36302,
b6666-Jan-01 00:00:00, -713333.500000000, , , 226833.97893,
b6665-Jan-01 00:00:00, -712968.500000000, , , 226780.60113,
b6664-Jan-01 00:00:00, -712602.500000000, , , 226727.08339,
b6663-Jan-01 00:00:00, -712237.500000000, , , 226673.71817,
b6662-Jan-01 00:00:00, -711872.500000000, , , 226620.35924,
b6661-Jan-01 00:00:00, -711507.500000000, , , 226567.00658,
b6660-Jan-01 00:00:00, -711141.500000000, , , 226513.51407,
b6659-Jan-01 00:00:00, -710776.500000000, , , 226460.17400,
b6658-Jan-01 00:00:00, -710411.500000000, , , 226406.84021,
b6657-Jan-01 00:00:00, -710046.500000000, , , 226353.51270,
b6656-Jan-01 00:00:00, -709680.500000000, , , 226300.04540,
b6655-Jan-01 00:00:00, -709315.500000000, , , 226246.73048,
b6654-Jan-01 00:00:00, -708950.500000000, , , 226193.42184,
b6653-Jan-01 00:00:00, -708585.500000000, , , 226140.11949,
b6652-Jan-01 00:00:00, -708219.500000000, , , 226086.67740,
b6651-Jan-01 00:00:00, -707854.500000000, , , 226033.38763,
b6650-Jan-01 00:00:00, -707489.500000000, , , 225980.10414,
b6649-Jan-01 00:00:00, -707124.500000000, , , 225926.82693,
b6648-Jan-01 00:00:00, -706758.500000000, , , 225873.41007,
b6647-Jan-01 00:00:00, -706393.500000000, , , 225820.14545,
b6646-Jan-01 00:00:00, -706028.500000000, , , 225766.88710,
b6645-Jan-01 00:00:00, -705663.500000000, , , 225713.63505,
b6644-Jan-01 00:00:00, -705297.500000000, , , 225660.24340,
b6643-Jan-01 00:00:00, -704932.500000000, , , 225607.00392,
b6642-Jan-01 00:00:00, -704567.500000000, , , 225553.77073,
b6641-Jan-01 00:00:00, -704202.500000000, , , 225500.54382,
