1599,2305161.6279213773
1598,2304796.3829556527
1597,2304431.1403649943
1596,2304065.906794486
1595,2303700.657936538
1594,2303335.4143074993
1593,2302970.173373559
1592,2302604.92988518
1591,2302239.6933499584
1590,2301874.447544214
1589,2301509.2024162086
1588,2301143.966629278
1587,2300778.7202294823
1586,2300413.474728671
1585,2300048.2349572303
1584,2299682.9870035863
1583,2299317.744492491
1582,2298952.498607534
1581,2298587.251870896
1580,2298222.0208577234
1579,2297856.7779564033
1578,2297491.5342735685
1577,2297126.299585312
1576,2296761.054423618
1575,2296395.8174906755
1574,2296030.575251248
1573,2295665.3286247505
1572,2295300.0928648533
1571,2294934.844040672
1570,2294569.5949404524
1569,2294204.355578447
1568,2293839.110457336
1567,2293473.869151244
1566,2293108.626434913
1565,2292743.3789410046
1564,2292378.1441991255
1563,2292012.9017623877
1562,2291647.6554776244
1561,2291282.4194560144
1560,2290917.174561776
1559,2290551.931452793
1558,2290186.6902550813
1557,2289821.4442114467
1556,2289456.2119727386
1555,2289090.9705123906
1554,2288725.723178005
1553,2288360.4857818605
1552,2287995.2411504313
1551,2287629.9972371
1550,2287264.754501184
1549,2286899.5063194423
1548,2286534.2658429067
1547,2286169.020795932
1546,2285803.7697287607
1545,2285438.53329942
1544,2285073.2934498573
1543,2284708.0505381813
1542,2284342.8127681976
1541,2283977.5685264366
1540,2283612.3336292477
1539,2283247.095139373
1538,2282881.8477048418
1537,2282516.610476225
1536,2282151.365963809
1535,2281786.1176858163
1534,2281420.8744138586
1533,2281055.6287455773
1532,2280690.3907782584
1531,2280325.1484386274
1530,2279959.9007792235
1529,2279594.6599584706
1528,2279229.4198124264
1527,2278864.1743064993
1526,2278498.9332568077
1525,2278133.6903669275
1524,2277768.448811168
1523,2277403.207898661
1522,2277037.961170133
1521,2276672.7238568747
1520,2276307.4871938387
1519,2275942.241950765
1518,2275577.00140435
1517,2275211.758404962
1516,2274846.5184323285
1515,2274481.2774013844
1514,2274116.0294188643
1513,2273750.7870146316
1512,2273385.542924009
1511,2273020.293755119
1510,2272655.0488163466
1509,2272289.808095639
1508,2271924.5690340414
1507,2271559.328871741
1506,2271194.086082011
1505,2270828.845661303
1504,2270463.6091495794
1503,2270098.365348781
1502,2269733.1227096883
1501,2269367.881629372
1500,2269002.638556439
1499,2268637.394386543
1498,2268272.1501948778
1497,2267906.9090417097
1496,2267541.6697362997
1495,2267176.4246313684
1494,2266811.178547258
1493,2266445.936572644
1492,2266080.6962802415
1491,2265715.45213959
1490,2265350.209451969
1489,2264984.965603185
1488,2264619.7234761906
1487,2264254.4793099035
1486,2263889.234032193
1485,2263523.997404117
1484,2263158.7596752234
1483,2262793.5179288196
1482,2262428.2768372246
1481,2262063.036083379
1480,2261697.7970661507
1479,2261332.5538607263
1478,2260967.3071519504
1477,2260602.0629621646
1476,2260236.8199994527
1475,2259871.5712550473
1474,2259506.3278332073
1473,2259141.087586298
1472,2258775.8455986497
1471,2258410.604501463
1470,2258045.3582599103
1469,2257680.1182781407
1468,2257314.883168368
1467,2256949.6370163215
1466,2256584.3979948564
1465,2256219.1562925144
1464,2255853.912300176
